orig_header,header,count
"מענק מיוחד (אלפי ש""ח)","מענק מיוחד (אלפי ש""ח)",2
"מענק מיוחד (באלפי ש""ח)","מענק מיוחד (אלפי ש""ח)",2
"מענק מיועד (אלפי ש""ח)","מענק מיועד (אלפי ש""ח)",2
"מענק מיועד (באלפי ש""ח)","מענק מיועד (אלפי ש""ח)",2
מקבלי גמלאות ניידות (סוף שנה),מקבלי גמלאות ניידות (סוף שנה),1
מקבלי גמלאות ניידות,מקבלי גמלאות ניידות,1
מקבלי גמלאות נכות כללית (סוף שנה),מקבלי גמלאות נכות כללית (סוף שנה),1
מקבלי גמלאות נכות כללית,מקבלי גמלאות נכות כללית,1
מקבלי גמלאות נכות מעבודה ותלויים (סוף שנה),מקבלי גמלאות נכות מעבודה ותלויים (סוף שנה),1
מקבלי גמלאות נכות מעבודה ותלויים,מקבלי גמלאות נכות מעבודה ותלויים,1
מקבלי גמלאות סיעוד (סוף שנה),מקבלי גמלאות סיעוד (סוף שנה),1
מקבלי גמלאות סיעוד,מקבלי גמלאות סיעוד,1
"מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)","מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)",1
מקבלי דמי אבטלה - גברים (ממוצע חודשי),מקבלי דמי אבטלה - גברים (ממוצע חודשי),1
מקבלי דמי אבטלה - גברים,מקבלי דמי אבטלה - גברים,1
"מקבלי דמי אבטלה - סה""כ (ממוצע חודשי)","מקבלי דמי אבטלה - סה""כ (ממוצע חודשי)",1
"מקבלי דמי אבטלה - סה""כ","מקבלי דמי אבטלה - סה""כ",1
מקבלי הבטחת הכנסה (נפשות),מקבלי הבטחת הכנסה (נפשות),1
"מקבלי הבטחת הכנסה (נפשות, במשך שנה)","מקבלי הבטחת הכנסה (נפשות, במשך שנה)",1
"מקבלי הבטחת הכנסה (נפשות, סוף שנה)","מקבלי הבטחת הכנסה (נפשות, סוף שנה)",1
מקבלי הבטחת הכנסה,מקבלי הבטחת הכנסה,1
"מקבלי הכשרה מקצועית - סה""כ","מקבלי הכשרה מקצועית - סה""כ",1
"מקבלי קצבאות זיקנה ושאירים - סה""כ (סוף שנה)","מקבלי קצבאות זקנה ושאירים - סה""כ (סוף שנה)",3
"מקבלי קצבאות זיקנה ושארים - סה""כ","מקבלי קצבאות זקנה ושאירים - סה""כ",3
"מקבלי קצבאות זקנה ושאירים - סה""כ (סוף שנה)","מקבלי קצבאות זקנה ושאירים - סה""כ (סוף שנה)",3
"מקבלי קצבאות זקנה ושאירים - סה""כ","מקבלי קצבאות זקנה ושאירים - סה""כ",3
"מקבלי קצבאות זקנה ושארים - סה""כ (סוף שנה)","מקבלי קצבאות זקנה ושאירים - סה""כ (סוף שנה)",3
"מקבלי קצבאות זקנה ושארים - סה""כ","מקבלי קצבאות זקנה ושאירים - סה""כ",3
"מרחב ימי, רשויות מקומיות הגובלות בחוף הים","מרחב ימי, רשויות מקומיות הגובלות בחוף הים",1
"מרחק מגבול מחוז תל אביב (ק""מ)","מרחק מגבול מחוז תל אביב (ק""מ)",1
מרחק מגבול מחוז תל אביב,מרחק מגבול מחוז תל אביב,1
מתחמי גידול בעלי חיים -אחוז משטח השיפוט,מתחמי גידול בעלי חיים -אחוז משטח השיפוט,1
"מתחמי גידול בעלי חיים-שטח בקמ""ר -","מתחמי גידול בעלי חיים-שטח בקמ""ר -",1
נוצרים (אחוז),נוצרים (אחוז),1
נוצרים (אחוזים),נוצרים (אחוזים),1
נוצרים-ערבים (אחוז),נוצרים-ערבים (אחוז),1
נכנסים מיישובים אחרים - בגילאים 29-15,נכנסים מיישובים אחרים - גיל 29-15,2
נכנסים מיישובים אחרים - בגילאים 64-30,נכנסים מיישובים אחרים - גיל 64-30,2
נכנסים מיישובים אחרים - גברים,נכנסים מיישובים אחרים - גברים,1
נכנסים מיישובים אחרים - גיל 15-29,נכנסים מיישובים אחרים - גיל 15-29,1
נכנסים מיישובים אחרים - גיל 29-15,נכנסים מיישובים אחרים - גיל 29-15,2
נכנסים מיישובים אחרים - גיל 30-64,נכנסים מיישובים אחרים - גיל 30-64,1
נכנסים מיישובים אחרים - גיל 64-30,נכנסים מיישובים אחרים - גיל 64-30,2
נכנסים מיישובים אחרים - גיל 65 ומעלה,נכנסים מיישובים אחרים - גיל 65 ומעלה,1
נכנסים מיישובים אחרים - נשים,נכנסים מיישובים אחרים - נשים,1
"נכנסים מיישובים אחרים - סה""כ","נכנסים מיישובים אחרים - סה""כ",1
נכנסים מיישובים אחרים - עד גיל 14,נכנסים מיישובים אחרים - עד גיל 14,1
נתוני מפקד האוכלוסין אוכלוסייה – סך הכל (אלפים),נתוני מפקד האוכלוסין אוכלוסייה – סך הכל (אלפים),1
נתוני מפקד האוכלוסין אחוז בני 14-10,נתוני מפקד האוכלוסין אחוז בני 14-10,1
נתוני מפקד האוכלוסין אחוז בני 17-0,נתוני מפקד האוכלוסין אחוז בני 17-0,1
נתוני מפקד האוכלוסין אחוז בני 19-15,נתוני מפקד האוכלוסין אחוז בני 19-15,1
נתוני מפקד האוכלוסין אחוז בני 29-20,נתוני מפקד האוכלוסין אחוז בני 29-20,1
נתוני מפקד האוכלוסין אחוז בני 4-0,נתוני מפקד האוכלוסין אחוז בני 4-0,1
נתוני מפקד האוכלוסין אחוז בני 44-30,נתוני מפקד האוכלוסין אחוז בני 44-30,1
נתוני מפקד האוכלוסין אחוז בני 59-45,נתוני מפקד האוכלוסין אחוז בני 59-45,1
נתוני מפקד האוכלוסין אחוז בני 64-60,נתוני מפקד האוכלוסין אחוז בני 64-60,1
נתוני מפקד האוכלוסין אחוז בני 65+,נתוני מפקד האוכלוסין אחוז בני 65+,1
נתוני מפקד האוכלוסין אחוז בני 75+,נתוני מפקד האוכלוסין אחוז בני 75+,1
נתוני מפקד האוכלוסין אחוז בני 9-5,נתוני מפקד האוכלוסין אחוז בני 9-5,1
נתוני מפקד האוכלוסין אחוז דת עיקרית,נתוני מפקד האוכלוסין אחוז דת עיקרית,1
נתוני מפקד האוכלוסין דרוזים - אחוז,נתוני מפקד האוכלוסין דרוזים - אחוז,1
נתוני מפקד האוכלוסין דת אחר - אחוז,נתוני מפקד האוכלוסין דת אחר - אחוז,1
נתוני מפקד האוכלוסין דת עיקרית,נתוני מפקד האוכלוסין דת עיקרית,1
נתוני מפקד האוכלוסין זכרים – סך הכל (אלפים),נתוני מפקד האוכלוסין זכרים – סך הכל (אלפים),1
נתוני מפקד האוכלוסין יהודים - אחוז,נתוני מפקד האוכלוסין יהודים - אחוז,1
נתוני מפקד האוכלוסין יחס תלות (לאלף תושבים בלתי תלויים),נתוני מפקד האוכלוסין יחס תלות (לאלף תושבים בלתי תלויים),1
נתוני מפקד האוכלוסין מוסלמים - אחוז,נתוני מפקד האוכלוסין מוסלמים - אחוז,1
נתוני מפקד האוכלוסין נוצרים - אחוז,נתוני מפקד האוכלוסין נוצרים - אחוז,1
נתוני מפקד האוכלוסין נקבות – סך הכל (אלפים),נתוני מפקד האוכלוסין נקבות – סך הכל (אלפים),1
"סה""כ אוכלוסייה בסוף (אלפים)","סה""כ אוכלוסייה בסוף (אלפים)",3
"סה""כ אוכלוסייה1 בסוף (אלפים)","סה""כ אוכלוסייה בסוף (אלפים)",3
"סה""כ אוכלוסייה2 בסוף (אלפים)","סה""כ אוכלוסייה בסוף (אלפים)",3
"סה""כ גברים בסוף (אלפים)","סה""כ גברים בסוף (אלפים)",1
"סה""כ הוצאות של הרשות (אלפי ש""ח)","סה""כ הוצאות של הרשות (אלפי ש""ח)",1
"סה""כ הוצאות של הרשות (ש""ח לנפש)","סה""כ הוצאות של הרשות (ש""ח לנפש)",1
"סה""כ הוצאות של הרשות - אחוז שינוי ראלי לעומת","סה""כ הוצאות של הרשות - אחוז שינוי ריאלי לעומת",2
"סה""כ הוצאות של הרשות - אחוז שינוי ריאלי לעומת","סה""כ הוצאות של הרשות - אחוז שינוי ריאלי לעומת",2
"סה""כ הוצאות של הרשות בתקציב בלתי רגיל (אלפי ש""ח)","סה""כ הוצאות של הרשות בתקציב בלתי רגיל (אלפי ש""ח)",1
"סה""כ הוצאות של הרשות בתקציב בלתי רגיל (ש""ח לנפש)","סה""כ הוצאות של הרשות בתקציב בלתי רגיל (ש""ח לנפש)",1
"סה""כ הוצאות של הרשות בתקציב בלתי רגיל - אחוז שינוי ראלי לעומת","סה""כ הוצאות של הרשות בתקציב בלתי רגיל - אחוז שינוי ריאלי לעומת",3
"סה""כ הוצאות של הרשות בתקציב בלתי רגיל - אחוז שינוי ריאלי לעומת","סה""כ הוצאות של הרשות בתקציב בלתי רגיל - אחוז שינוי ריאלי לעומת",3
"סה""כ הוצאות של הרשות בתקציב רגיל (אלפי ש""ח)","סה""כ הוצאות של הרשות בתקציב רגיל (אלפי ש""ח)",1
"סה""כ הוצאות של הרשות בתקציב רגיל (ש""ח לנפש)","סה""כ הוצאות של הרשות בתקציב רגיל (ש""ח לנפש)",1
"סה""כ הוצאות של הרשות בתקציב רגיל - אחוז שינוי ראלי לעומת","סה""כ הוצאות של הרשות בתקציב רגיל - אחוז שינוי ראלי לעומת",1
"סה""כ הוצאות של הרשות בתקציב רגיל - אחוז שינוי ריאלי לעומת","סה""כ הוצאות של הרשות בתקציב בלתי רגיל - אחוז שינוי ריאלי לעומת",3
"סה""כ הוצאות של הרשות לעלות עבודה (אלפי ש""ח)","סה""כ הוצאות של הרשות לעלות עבודה (אלפי ש""ח)",1
"סה""כ הוצאות של הרשות לעלות עבודה - אחוז שינוי ראלי לעומת","סה""כ הוצאות של הרשות לעלות עבודה - אחוז שינוי ראלי לעומת",1
"סה""כ הוצאות של הרשות לשכר ומשכורת (אלפי ש""ח)","סה""כ הוצאות של הרשות על שכר ומשכורת (אלפי ש""ח)",2
"סה""כ הוצאות של הרשות לשכר ומשכורת (ש""ח לנפש)","סה""כ הוצאות של הרשות על שכר ומשכורת (ש""ח לנפש)",2
"סה""כ הוצאות של הרשות לשכר ומשכורת - אחוז שינוי ריאלי לעומת","סה""כ הוצאות של הרשות על שכר ומשכורת - אחוז שינוי ריאלי לעומת",2
"סה""כ הוצאות של הרשות על שכר ומשכורת (אלפי ש""ח)","סה""כ הוצאות של הרשות על שכר ומשכורת (אלפי ש""ח)",2
"סה""כ הוצאות של הרשות על שכר ומשכורת (ש""ח לנפש)","סה""כ הוצאות של הרשות על שכר ומשכורת (ש""ח לנפש)",2
"סה""כ הוצאות של הרשות על שכר ומשכורת - אחוז שינוי ריאלי לעומת","סה""כ הוצאות של הרשות על שכר ומשכורת - אחוז שינוי ריאלי לעומת",2
"סה""כ הכנסות עצמיות של הרשות (ש""ח לנפש)","סה""כ הכנסות עצמיות של הרשות (ש""ח לנפש)",1
"סה""כ הכנסות עצמיות של הרשות - אחוז שינוי ראלי לעומת","סה""כ הכנסות עצמיות של הרשות - אחוז שינוי ראלי לעומת",2
"סה""כ הכנסות עצמיות של הרשות - אחוז שינוי ריאלי לעומת","סה""כ הכנסות עצמיות של הרשות - אחוז שינוי ראלי לעומת",2
"סה""כ הכנסות של הרשות (אלפי ש""ח)","סה""כ הכנסות של הרשות (אלפי ש""ח)",1
"סה""כ הכנסות של הרשות (ש""ח לנפש)","סה""כ הכנסות של הרשות (ש""ח לנפש)",1
"סה""כ הכנסות של הרשות - אחוז שינוי ראלי לעומת","סה""כ הכנסות של הרשות - אחוז שינוי ריאלי לעומת",2
"סה""כ הכנסות של הרשות - אחוז שינוי ריאלי לעומת","סה""כ הכנסות של הרשות - אחוז שינוי ריאלי לעומת",2
"סה""כ הכנסות של הרשות בתקציב בלתי רגיל (אלפי ש""ח)","סה""כ הכנסות של הרשות מתקציב בלתי רגיל (אלפי ש""ח)",2
"סה""כ הכנסות של הרשות בתקציב בלתי רגיל - אחוז שינוי ראלי לעומת","סה""כ הכנסות של הרשות מתקציב בלתי רגיל - אחוז שינוי ראלי לעומת",3
"סה""כ הכנסות של הרשות מהתקציב הרגיל (אלפי ש""ח)","סה""כ הכנסות של הרשות מן התקציב הרגיל (אלפי ש""ח)",2
"סה""כ הכנסות של הרשות מהתקציב הרגיל - אחוז שינוי ראלי לעומת","סה""כ הכנסות של הרשות מהתקציב הרגיל - אחוז שינוי ראלי לעומת",3
"סה""כ הכנסות של הרשות מן התקציב הרגיל (אלפי ש""ח)","סה""כ הכנסות של הרשות מן התקציב הרגיל (אלפי ש""ח)",2
"סה""כ הכנסות של הרשות מן התקציב הרגיל (ש""ח לנפש)","סה""כ הכנסות של הרשות מן התקציב הרגיל (ש""ח לנפש)",1
"סה""כ הכנסות של הרשות מן התקציב הרגיל - אחוז שינוי ראלי לעומת","סה""כ הכנסות של הרשות מהתקציב הרגיל - אחוז שינוי ראלי לעומת",3
"סה""כ הכנסות של הרשות מן התקציב הרגיל - אחוז שינוי ריאלי לעומת","סה""כ הכנסות של הרשות מהתקציב הרגיל - אחוז שינוי ראלי לעומת",3
"סה""כ הכנסות של הרשות מתקציב בלתי רגיל (אלפי ש""ח)","סה""כ הכנסות של הרשות מתקציב בלתי רגיל (אלפי ש""ח)",2
"סה""כ הכנסות של הרשות מתקציב בלתי רגיל (ש""ח לנפש)","סה""כ הכנסות של הרשות מתקציב בלתי רגיל (ש""ח לנפש)",1
"סה""כ הכנסות של הרשות מתקציב בלתי רגיל - אחוז שינוי ראלי לעומת","סה""כ הכנסות של הרשות מתקציב בלתי רגיל - אחוז שינוי ראלי לעומת",3
"סה""כ הכנסות של הרשות מתקציב בלתי רגיל - אחוז שינוי ריאלי לעומת","סה""כ הכנסות של הרשות מתקציב בלתי רגיל - אחוז שינוי ראלי לעומת",3
"סה""כ השתתפות הממשלה בהכנסות של הרשות (אלפי ש""ח)","סה""כ השתתפות הממשלה בהכנסות של הרשות (אלפי ש""ח)",1
"סה""כ השתתפות הממשלה בהכנסות של הרשות (ש""ח לנפש)","סה""כ השתתפות הממשלה בהכנסות של הרשות (ש""ח לנפש)",1
"סה""כ השתתפות הממשלה בהכנסות של הרשות - אחוז שינוי ראלי לעומת","סה""כ השתתפות הממשלה בהכנסות של הרשות - אחוז שינוי ראלי לעומת",2
"סה""כ השתתפות הממשלה בהכנסות של הרשות - אחוז שינוי ריאלי לעומת","סה""כ השתתפות הממשלה בהכנסות של הרשות - אחוז שינוי ראלי לעומת",2
"סה""כ יישובים במועצה","סה""כ יישובים במועצה",1
"סה""כ ילדים הנהנים מקבלת קצבאות בגין ילדים","סה""כ ילדים הנהנים מקבלת קצבאות בגין ילדים",1
"סה""כ ילדים מקבלי קצבאות בגין ילדים","סה""כ ילדים מקבלי קצבאות בגין ילדים",1
"סה""כ ילדים שבגינם שולמו קצבאות","סה""כ ילדים שבגינם שולמו קצבאות",1
"סה""כ משפחות של מקבלי קצבאות בגין ילדים (סוף שנה)","סה""כ משפחות של מקבלי קצבאות בגין ילדים (סוף שנה)",1
"סה""כ משפחות של מקבלי קצבאות בגין ילדים","סה""כ משפחות של מקבלי קצבאות בגין ילדים",1
"סה""כ נשים בסוף (אלפים)","סה""כ נשים בסוף (אלפים)",1
"סה""כ צריכת מים (אלפי מ""ק)","סה""כ צריכת מים (אלפי מ""ק)",1
"סה""כ צריכת מים ביתית (מ""ק לנפש)","סה""כ צריכת מים ביתית (מ""ק לנפש)",1
"סה""כ צריכת מים עירונית (מ""ק לנפש)","סה""כ צריכת מים עירונית (מ""ק לנפש)",1
"סה""כ שטח שיפוט (קמ""ר)","סה""כ שטח שיפוט (קמ""ר)",1
"סה""כ שטח שיפוט בקמ""ר","סה""כ שטח שיפוט בקמ""ר",1
סילוק פסולת -אחוז משטח השיפוט,סילוק פסולת -אחוז משטח השיפוט,1
"סילוק פסולת-שטח בקמ""ר -","סילוק פסולת-שטח בקמ""ר -",1
סך הכול עומס מלוות לסוף השנה (כולל הפרשי הצמדה),סך הכול עומס מלוות לסוף השנה (כולל הפרשי הצמדה),2
סך הכל עומס מלוות לסוף השנה (כולל הפרשי הצמדה),סך הכול עומס מלוות לסוף השנה (כולל הפרשי הצמדה),2
"סך הכל שטח שיפוט בקמ""ר","סך הכל שטח שיפוט בקמ""ר",1
"סך כולל הוצאות של הרשות (אלפי ש""ח)","סך כולל הוצאות של הרשות (אלפי ש""ח)",1
סך כולל הוצאות של הרשות - אחוז שינוי ראלי לעומת,סך כולל הוצאות של הרשות - אחוז שינוי ראלי לעומת,1
"סך כולל הכנסות של הרשות (אלפי ש""ח)","סך כולל הכנסות של הרשות (אלפי ש""ח)",1
סך כולל הכנסות של הרשות - אחוז שינוי ראלי לעומת,סך כולל הכנסות של הרשות - אחוז שינוי ראלי לעומת,1
סמל הרשות,סמל הרשות,1
סמל ועדת תכנון ובנייה,סמל ועדת תכנון ובנייה,1
סמל רשות מקומית,סמל רשות מקומית,1
"עודף / גירעון בתקציב הרגיל - השנה ללא קבלת מלוות לאיזון (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - השנה ללא קבלת מלוות לאיזון (אלפי ש""ח)",1
עודף / גירעון בתקציב הרגיל - השנה,עודף / גירעון בתקציב הרגיל - השנה,1
"עודף / גירעון בתקציב הרגיל - שנתי (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - שנתי (אלפי ש""ח)",2
עודף / גירעון בתקציב הרגיל - שנתי,עודף / גירעון בתקציב הרגיל - שנתי,1
"עודף / גירעון בתקציב הרגיל - תקציבי (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - תקציבי (אלפי ש""ח)",2
עודף / גירעון בתקציב הרגיל - תקציבי,עודף / גירעון בתקציב הרגיל - תקציבי,1
"עודף/גירעון בתקציב הרגיל - שנתי (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - שנתי (אלפי ש""ח)",2
"עודף/גירעון בתקציב הרגיל - תקציבי (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - תקציבי (אלפי ש""ח)",2
"עודף/גירעון מצטבר בסוף שנה (אלפי ש""ח)","עודף/גירעון מצטבר בסוף שנה (אלפי ש""ח)",1
"עולים מתוך סה""כ מאזן הגירה","עולים מתוך סה""כ מאזן הגירה",1
ערבים (אחוז),ערבים (אחוז),1
ערבים (אחוזים),ערבים (אחוזים),1
ערבים מוסלימים (אחוז),ערבים מוסלימים (אחוז),1
פונים לרשות המקומית (אחוזים),פונים לרשות המקומית (אחוזים),1
"פחת מים - סה""כ (אלפי מ""ק)","פחת מים - סה""כ (אלפי מ""ק)",1
פטירות תינוקות (ממוצע -),פטירות תינוקות (ממוצע -),3
פטירות תינוקות (ממוצע -,פטירות תינוקות (ממוצע -),3
פטירות,פטירות,1
פטירת תינוקות (ממוצע -),פטירות תינוקות (ממוצע -),3
"פסולת ביתית מוצקה (ק""ג ליום לנפש)","פסולת ביתית מוצקה (ק""ג ליום לנפש)",1
"פסולת מוצקה ביתית, מסחרית וגזם (ק""ג ליום לנפש)","פסולת מוצקה ביתית, מסחרית וגזם (ק""ג ליום לנפש)",1
"צפיפות אוכלוסייה לשטח בנוי (נפשות לקמ""ר)","צפיפות אוכלוסייה לשטח בנוי (נפשות לקמ""ר)",1
"צפיפות אוכלוסייה לשטח בנוי למגורים (נפשות לקמ""ר)","צפיפות אוכלוסייה לשטח בנוי למגורים (נפשות לקמ""ר)",1
"צריכת מים אחרת (אלפי מ""ק)","צריכת מים אחרת (אלפי מ""ק)",1
"צריכת מים ביתית (אלפי מ""ק)","צריכת מים ביתית (אלפי מ""ק)",1
"צריכת מים ביתית וכל צריכה אחרת (אלפי מ""ק)","צריכת מים ביתית וכל צריכה אחרת (אלפי מ""ק)",1
"צריכת מים ביתית לבנייה (אלפי מ""ק)","צריכת מים ביתית לבנייה (אלפי מ""ק)",1
"צריכת מים ביתית לבנייה (מ""ק לנפש)","צריכת מים ביתית לבנייה (מ""ק לנפש)",1
"צריכת מים ביתית לגינון ציבורי (אלפי מ""ק)","צריכת מים ביתית לגינון ציבורי (אלפי מ""ק)",1
"צריכת מים ביתית לגינון ציבורי (מ""ק לנפש)","צריכת מים ביתית לגינון ציבורי (מ""ק לנפש)",1
"צריכת מים ביתית למגורים (אלפי מ""ק)","צריכת מים ביתית למגורים (אלפי מ""ק)",1
"צריכת מים ביתית למגורים (מ""ק לנפש)","צריכת מים ביתית למגורים (מ""ק לנפש)",1
"צריכת מים ביתית למוסדות הרשות המקומית (אלפי מ""ק)","צריכת מים ביתית למוסדות הרשות המקומית (אלפי מ""ק)",1
"צריכת מים ביתית למוסדות הרשות המקומית (מ""ק לנפש)","צריכת מים ביתית למוסדות הרשות המקומית (מ""ק לנפש)",1
"צריכת מים ביתית למסחר ומלאכה (אלפי מ""ק)","צריכת מים ביתית למסחר ומלאכה (אלפי מ""ק)",1
"צריכת מים ביתית למסחר ומלאכה (מ""ק לנפש)","צריכת מים ביתית למסחר ומלאכה (מ""ק לנפש)",1
"צריכת מים חקלאית (אלפי מ""ק)","צריכת מים חקלאית (אלפי מ""ק)",1
"צריכת מים לבנייה (אלפי מ""ק)","צריכת מים לבנייה (אלפי מ""ק)",1
"צריכת מים לבנייה (מ""ק לנפש)","צריכת מים לבנייה (מ""ק לנפש)",1
"צריכת מים לגינון ציבורי (אלפי מ""ק)","צריכת מים לגינון ציבורי (אלפי מ""ק)",1
"צריכת מים לגינון ציבורי (מ""ק לנפש)","צריכת מים לגינון ציבורי (מ""ק לנפש)",1
"צריכת מים לחינוך ולספורט (אלפי מ""ק)","צריכת מים לחינוך ולספורט (אלפי מ""ק)",1
"צריכת מים לחינוך ולספורט (מ""ק לנפש)","צריכת מים לחינוך ולספורט (מ""ק לנפש)",1
"צריכת מים למגורים (אלפי מ""ק)","צריכת מים למגורים (אלפי מ""ק)",1
"צריכת מים למגורים (מ""ק לנפש)","צריכת מים למגורים (מ""ק לנפש)",1
"צריכת מים עירונית (אלפי מ""ק)","צריכת מים עירונית (אלפי מ""ק)",1
"צריכת מים עירונית לבנייה (אלפי מ""ק)","צריכת מים עירונית לבנייה (אלפי מ""ק)",1
"צריכת מים עירונית לבנייה (מ""ק לנפש)","צריכת מים עירונית לבנייה (מ""ק לנפש)",1
"צריכת מים עירונית לגינון ציבורי (אלפי מ""ק)","צריכת מים עירונית לגינון ציבורי (אלפי מ""ק)",1
"צריכת מים עירונית לגינון ציבורי (מ""ק לנפש)","צריכת מים עירונית לגינון ציבורי (מ""ק לנפש)",1
"צריכת מים עירונית לחינוך ולספורט (אלפי מ""ק)","צריכת מים עירונית לחינוך ולספורט (אלפי מ""ק)",1
"צריכת מים עירונית לחינוך ולספורט (מ""ק לנפש)","צריכת מים עירונית לחינוך ולספורט (מ""ק לנפש)",1
"צריכת מים עירונית למגורים (אלפי מ""ק)","צריכת מים עירונית למגורים (אלפי מ""ק)",1
"צריכת מים עירונית למגורים (מ""ק לנפש)","צריכת מים עירונית למגורים (מ""ק לנפש)",1
"צריכת מים עירונית למוסדות הרשות המקומית (אלפי מ""ק)","צריכת מים עירונית למוסדות הרשות המקומית (אלפי מ""ק)",1
"צריכת מים עירונית למוסדות הרשות המקומית (מ""ק לנפש)","צריכת מים עירונית למוסדות הרשות המקומית (מ""ק לנפש)",1
"צריכת מים תעשייתית (אלפי מ""ק)","צריכת מים תעשייתית (אלפי מ""ק)",1
קיבוצים,קיבוצים,1
קרקע -אחוז משטח השיפוט,קרקע -אחוז משטח השיפוט,1
"קרקע-שטח בקמ""ר -","קרקע-שטח בקמ""ר -",1
"ריבוי טבעי - סה""כ","ריבוי טבעי - סה""כ",1
ריבוי טבעי לאלף תושבים -,ריבוי טבעי לאלף תושבים -,1
רמה חברתית-כלכלית (10 הגבוה ביותר),רמה חברתית-כלכלית (10 הגבוה ביותר),1
רמה חברתית-כלכלית - מותאמת (משולבת) (10 הגבוה ביותר),רמה חברתית-כלכלית - מותאמת (משולבת) (10 הגבוה ביותר),1
"רמת פריפריאליות: ""בינונית""","רמת פריפריאליות: ""בינונית""",1
"רמת פריפריאליות: ""מרכזית מאוד""","רמת פריפריאליות: ""מרכזית מאוד""",1
"רמת פריפריאליות: ""מרכזית""","רמת פריפריאליות: ""מרכזית""",1
"רמת פריפריאליות: ""פריפריאלית ""","רמת פריפריאליות: ""פריפריאלית""",2
"רמת פריפריאליות: ""פריפריאלית מאוד""","רמת פריפריאליות: ""פריפריאלית מאוד""",1
"רמת פריפריאליות: ""פריפריאלית""","רמת פריפריאליות: ""פריפריאלית""",2
שדות מעובדים - אחוז משטח השיפוט,שדות מעובדים - אחוז משטח השיפוט,1
"שדות מעובדים - שטח בקמ""ר","שדות מעובדים - שטח בקמ""ר",1
"שטח בנוי (קמ""ר)","שטח בנוי (קמ""ר)",1
"שטח בנוי - אחוז מסה""כ שטח השיפוט","שטח בנוי - אחוז מסה""כ שטח השיפוט",1
"שטח פתוח (קמ""ר)","שטח פתוח (קמ""ר)",1
"שטח פתוח - אחוז מסה""כ שטח השיפוט","שטח פתוח - אחוז מסה""כ שטח השיפוט",1
שטח פתוח אחר - אחוז משטח השיפוט,שטח פתוח אחר - אחוז משטח השיפוט,1
"שטח פתוח אחר - שטח בקמ""ר","שטח פתוח אחר - שטח בקמ""ר",1
שטח פתוח ציבורי - אחוז משטח השיפוט,שטח פתוח ציבורי - אחוז משטח השיפוט,1
"שטח פתוח ציבורי - שטח בקמ""ר","שטח פתוח ציבורי - שטח בקמ""ר",1
"שטח תעשייה (קמ""ר)","שטח תעשייה (קמ""ר)",1
"שטח תעשייה - אחוז מסה""כ שטח השיפוט","שטח תעשייה - אחוז מסה""כ שטח השיפוט",1
שיחים בתה ועשבוני -אחוז משטח השיפוט,שיחים בתה ועשבוני -אחוז משטח השיפוט,1
"שיחים בתה ועשבוני-שטח בקמ""ר -","שיחים בתה ועשבוני-שטח בקמ""ר -",1
שימושי קרקע - בריאות ורווחה - אחוז מסך כל שטח שיפוט,שימושי קרקע - בריאות ורווחה - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - בריאות ורווחה - שטח בקמ""ר -","שימושי קרקע - בריאות ורווחה - שטח בקמ""ר -",1
שימושי קרקע - גידול שדה - אחוז מסך כל שטח שיפוט,שימושי קרקע - גידול שדה - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - גידול שדה - שטח בקמ""ר -","שימושי קרקע - גידול שדה - שטח בקמ""ר -",1
שימושי קרקע - גינון לנוי פארק ציבורי - אחוז מסך כל שטח שיפוט,שימושי קרקע - גינון לנוי פארק ציבורי - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - גינון לנוי פארק ציבורי - שטח בקמ""ר -","שימושי קרקע - גינון לנוי פארק ציבורי - שטח בקמ""ר -",1
שימושי קרקע - ותחבורה - אחוז מסך כל שטח שיפוט,שימושי קרקע - ותחבורה - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - ותחבורה - שטח בקמ""ר -","שימושי קרקע - ותחבורה - שטח בקמ""ר -",1
שימושי קרקע - חינוך והשכלה - אחוז מסך כל שטח שיפוט,שימושי קרקע - חינוך והשכלה - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - חינוך והשכלה - שטח בקמ""ר -","שימושי קרקע - חינוך והשכלה - שטח בקמ""ר -",1
שימושי קרקע - יער וחורש - אחוז מסך כל שטח שיפוט,שימושי קרקע - יער וחורש - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - יער וחורש - שטח בקמ""ר -","שימושי קרקע - יער וחורש - שטח בקמ""ר -",1
שימושי קרקע - מבנים חקלאיים - אחוז מסך כל שטח שיפוט,שימושי קרקע - מבנים חקלאיים - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - מבנים חקלאיים - שטח בקמ""ר -","שימושי קרקע - מבנים חקלאיים - שטח בקמ""ר -",1
