header,orig_header,count
"סה""כ נשים בסוף השנה","סה""כ נשים בסוף השנה",1
"סה""כ צריכת מים (אלפי מ""ק)","סה""כ צריכת מים (אלפי מ""ק)",4
"סה""כ צריכת מים ביתית (מ""ק לנפש)","סה""כ צריכת מים ביתית (מ""ק לנפש)",1
"סה""כ צריכת מים עירונית (מ""ק לנפש)","סה""כ צריכת מים עירונית (מ""ק לנפש)",1
"סה""כ שטח שיפוט (קמ""ר)","סה""כ שטח שיפוט (קמ""ר)",2
"סה""כ שטח שיפוט (קמ""ר)","סה""כ שטח שיפוט בקמ""ר",2
"סה""כ תקבולים (תקציב רגיל ותקציב בלתי רגיל)","סה""כ תקבולים (תקציב רגיל ותקציב בלתי רגיל)",2
"סה""כ תקבולים (תקציב רגיל ותקציב בלתי רגיל)","סה""כ תשלומים (תקציב רגיל ותקציב בלתי רגיל)",2
סילוק פסולת - אחוז משטח השיפוט,סילוק פסולת -אחוז משטח השיפוט,1
"סילוק פסולת - שטח בקמ""ר","סילוק פסולת-שטח בקמ""ר -",1
סך הכול עומס מלוות לסוף השנה (כולל הפרשי הצמדה),סך הכול עומס מלוות לסוף השנה (כולל הפרשי הצמדה),3
סך הכול עומס מלוות לסוף השנה (כולל הפרשי הצמדה),סך הכל עומס מלוות לסוף השנה (כולל הפרשי הצמדה),3
"סך הכל שטח שיפוט בקמ""ר","סך הכל שטח שיפוט בקמ""ר",1
"סך כולל הוצאות של הרשות (אלפי ש""ח)","סך כולל הוצאות של הרשות (אלפי ש""ח)",1
סך כולל הוצאות של הרשות - אחוז שינוי ריאלי,סך כולל הוצאות של הרשות - אחוז שינוי ראלי לעומת,1
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,סך כולל הוצאות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","סך כולל הוצאות של הרשות/אלפי ש""ח",53
"סך כולל הכנסות של הרשות (אלפי ש""ח)","סך כולל הכנסות של הרשות (אלפי ש""ח)",1
סך כולל הכנסות של הרשות - אחוז שינוי ריאלי,סך כולל הכנסות של הרשות - אחוז שינוי ראלי לעומת,1
"סך כולל הכנסות של הרשות/אלפי ש""ח",סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,53
"סך כולל הכנסות של הרשות/אלפי ש""ח","סך כולל הכנסות של הרשות/אלפי ש""ח",53
סמל הרשות,סמל הרשות,2
סמל ועדת תכנון ובנייה,סמל ועדת תכנון ובנייה,1
סמל רשות מקומית,סמל רשות מקומית,1
עובדי הוראה/מספר עובדי הוראה,עובדי הוראה/אחוז בעלי דרגת שכר תואר שני ומעלה,27
עובדי הוראה/מספר עובדי הוראה,עובדי הוראה/אחוז עובדי הוראה חדשים,27
עובדי הוראה/מספר עובדי הוראה,עובדי הוראה/אחוז עובדי הוראה משתלמים מכלל עובדי הוראה,27
עובדי הוראה/מספר עובדי הוראה,עובדי הוראה/אחוז שעות היעדרות מסך שעות עבודה שנתיות,27
עובדי הוראה/מספר עובדי הוראה,עובדי הוראה/ממוצע שנות ותק מוכרות בהוראה,27
עובדי הוראה/מספר עובדי הוראה,עובדי הוראה/ממוצע שעות עבודה לשבוע,27
עובדי הוראה/מספר עובדי הוראה,עובדי הוראה/ממוצע שעות עבודה שבועיות לתלמיד,27
עובדי הוראה/מספר עובדי הוראה,עובדי הוראה/ממוצע תלמידים למורה,27
עובדי הוראה/מספר עובדי הוראה,עובדי הוראה/מספר עובדי הוראה,27
"עודף / גירעון בתקציב הרגיל - ללא קבלת מלוות לאיזון (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - השנה ללא קבלת מלוות לאיזון (אלפי ש""ח)",1
"עודף / גירעון בתקציב הרגיל - שנתי (אלפי ש""ח)",עודף / גירעון בתקציב הרגיל - השנה,4
"עודף / גירעון בתקציב הרגיל - שנתי (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - שנתי (אלפי ש""ח)",4
"עודף / גירעון בתקציב הרגיל - שנתי (אלפי ש""ח)",עודף / גירעון בתקציב הרגיל - שנתי,4
"עודף / גירעון בתקציב הרגיל - תקציבי (אלפי ש""ח)","עודף / גירעון בתקציב הרגיל - תקציבי (אלפי ש""ח)",3
"עודף / גירעון בתקציב הרגיל - תקציבי (אלפי ש""ח)",עודף / גירעון בתקציב הרגיל - תקציבי,3
עודף/גירעון/עודף/גירעון בתקציב הרגיל השנה ללא קבלת מלוות לאיזון,"עודף / גירעון בתקציב הרגיל השנה ללא קבלת מלוות לאיזון/אלפי ש""ח",1
עודף / גירעון בתקציב הרגיל - שנתי,עודף / גירעון בתקציב הרגיל השנה,1
"עודף / גירעון בתקציב הרגיל - שנתי (אלפי ש""ח)","עודף/גירעון בתקציב הרגיל - שנתי (אלפי ש""ח)",4
"עודף / גירעון בתקציב הרגיל - תקציבי (אלפי ש""ח)","עודף/גירעון בתקציב הרגיל - תקציבי (אלפי ש""ח)",3
"עודף/גירעון מצטבר בסוף שנה (אלפי ש""ח)","עודף/גירעון מצטבר בסוף שנה (אלפי ש""ח)",1
"סך כולל הכנסות של הרשות/אלפי ש""ח","עודף/גירעון מצטבר בסוף שנה/אלפי ש""ח",53
עודף/גירעון/עודף/גירעון בתקציב הרגיל השנה,עודף/גירעון/עודף/גירעון בתקציב הרגיל השנה ללא קבלת מלוות לאיזון,3
עודף/גירעון/עודף/גירעון בתקציב הרגיל השנה,עודף/גירעון/עודף/גירעון בתקציב הרגיל השנה,3
עודף/גירעון/עודף/גירעון בתקציב הרגיל השנה,עודף/גירעון/עודף/גירעון מצטבר בתקציב הרגיל לסוף שנה,3
"עולים מתוך סה""כ מאזן הגירה","עולים מתוך סה""כ מאזן הגירה",1
סך הכול עומס מלוות לסוף השנה (כולל הפרשי הצמדה),עומס מלוות לסוף השנה (כולל הפרשי הצמדה),3
עומס מלוות לסוף השנה (כולל הפרשי הצמדה),עומס מלוות לפירעון בסוף השנה (כולל הפרשי הצמדה),1
ערבים (אחוז),ערבים (אחוז),2
ערבים (אחוז),ערבים (אחוזים),2
ערבים מוסלמים (אחוז),ערבים מוסלימים (אחוז),1
פונים לרשות המקומית (אחוז),פונים לרשות המקומית (אחוזים),1
"פחת מים - סה""כ (אלפי מ""ק)","פחת מים - סה""כ (אלפי מ""ק)",5
"פחת מים - סה""כ (אלפי מ""ק)","פחת מים סה""כ (אלפי מ""ק)",5
פטירות תינוקות (ממוצע),פטירות תינוקות (ממוצע -),3
פטירות תינוקות (ממוצע),פטירות תינוקות (ממוצע -,3
פטירות,פטירות,1
פטירות תינוקות (ממוצע),פטירת תינוקות (ממוצע -),3
"פסולת ביתית מוצקה (ק""ג ליום לנפש)","פסולת ביתית מוצקה (ק""ג ליום לנפש)",1
"פסולת מוצקה ביתית, מסחרית וגזם (ק""ג ליום לנפש)","פסולת מוצקה ביתית, מסחרית וגזם (ק""ג ליום לנפש)",2
"צפיפות אוכלוסייה לקמ''ר ביישובים שמנו 5,000 תושבים ויותר","צפיפות אוכלוסייה לקמ''ר ביישובים שמנו 5,000 תושבים ויותר",1
"צפיפות אוכלוסייה לשטח בנוי (נפשות לקמ""ר)","צפיפות אוכלוסייה לשטח בנוי (נפשות לקמ""ר)",1
"צפיפות אוכלוסייה לשטח בנוי למגורים (נפשות לקמ""ר)","צפיפות אוכלוסייה לשטח בנוי למגורים (נפשות לקמ""ר)",1
"צריכת מים אחרת (אלפי מ""ק)","צריכת מים אחרת (אלפי מ""ק)",1
"צריכת מים תעשייתית (אלפי מ""ק)","צריכת מים ביתית (אלפי מ""ק)/לבנייה",21
"צריכת מים תעשייתית (אלפי מ""ק)","צריכת מים ביתית (אלפי מ""ק)/לגינון ציבורי",21
"צריכת מים תעשייתית (אלפי מ""ק)","צריכת מים ביתית (אלפי מ""ק)/למגורים",21
"צריכת מים תעשייתית (אלפי מ""ק)","צריכת מים ביתית (אלפי מ""ק)/למוסדות הרשות המקומית",21
"צריכת מים תעשייתית (אלפי מ""ק)","צריכת מים ביתית (אלפי מ""ק)/למסחר ומלאכה",21
"צריכת מים ביתית (אלפי מ""ק)","צריכת מים ביתית (אלפי מ""ק)",1
"צריכת מים לבנייה (מ""ק לנפש)","צריכת מים ביתית (מ""ק לנפש)/לבנייה",17
"צריכת מים לבנייה (מ""ק לנפש)","צריכת מים ביתית (מ""ק לנפש)/לגינון ציבורי",17
"/מגורים/שטח בקמ""ר","צריכת מים ביתית (מ""ק לנפש)/למגורים",11
"צריכת מים לבנייה (מ""ק לנפש)","צריכת מים ביתית (מ""ק לנפש)/למוסדות הרשות המקומית",17
"צריכת מים לבנייה (מ""ק לנפש)","צריכת מים ביתית (מ""ק לנפש)/למסחר ומלאכה",17
"נכנסים מיישובים אחרים/סה""כ","צריכת מים ביתית (מ""ק לנפש)/סה""כ",39
"צריכת מים ביתית וכל צריכה אחרת (אלפי מ""ק)","צריכת מים ביתית וכל צריכה אחרת (אלפי מ""ק)",4
"צריכת מים ביתית לבנייה (אלפי מ""ק)","צריכת מים ביתית לבנייה (אלפי מ""ק)",1
"צריכת מים ביתית לבנייה (מ""ק לנפש)","צריכת מים ביתית לבנייה (מ""ק לנפש)",1
"צריכת מים ביתית לגינון ציבורי (אלפי מ""ק)","צריכת מים ביתית לגינון ציבורי (אלפי מ""ק)",1
"צריכת מים ביתית לגינון ציבורי (מ""ק לנפש)","צריכת מים ביתית לגינון ציבורי (מ""ק לנפש)",1
"צריכת מים ביתית למגורים (אלפי מ""ק)","צריכת מים ביתית למגורים (אלפי מ""ק)",1
"צריכת מים ביתית למגורים (מ""ק לנפש)","צריכת מים ביתית למגורים (מ""ק לנפש)",1
"צריכת מים ביתית למוסדות הרשות המקומית (אלפי מ""ק)","צריכת מים ביתית למוסדות הרשות המקומית (אלפי מ""ק)",1
"צריכת מים ביתית למוסדות הרשות המקומית (מ""ק לנפש)","צריכת מים ביתית למוסדות הרשות המקומית (מ""ק לנפש)",1
"צריכת מים ביתית למסחר ומלאכה (אלפי מ""ק)","צריכת מים ביתית למסחר ומלאכה (אלפי מ""ק)",1
"צריכת מים ביתית למסחר ומלאכה (מ""ק לנפש)","צריכת מים ביתית למסחר ומלאכה (מ""ק לנפש)",1
"צריכת מים חקלאית (אלפי מ""ק)","צריכת מים חקלאית (אלפי מ""ק)",4
"צריכת מים לבנייה (אלפי מ""ק)","צריכת מים לבנייה (אלפי מ""ק)",1
"צריכת מים לבנייה (מ""ק לנפש)","צריכת מים לבנייה (מ""ק לנפש)",17
"צריכת מים לגינון ציבורי (אלפי מ""ק)","צריכת מים לגינון ציבורי (אלפי מ""ק)",1
"צריכת מים לגינון ציבורי (מ""ק לנפש)","צריכת מים לגינון ציבורי (מ""ק לנפש)",1
"צריכת מים לחינוך ולספורט (אלפי מ""ק)","צריכת מים לחינוך ולספורט (אלפי מ""ק)",1
"צריכת מים לחינוך ולספורט (מ""ק לנפש)","צריכת מים לחינוך ולספורט (מ""ק לנפש)",1
"צריכת מים למגורים (אלפי מ""ק)","צריכת מים למגורים (אלפי מ""ק)",1
"צריכת מים למגורים (מ""ק לנפש)","צריכת מים למגורים (מ""ק לנפש)",1
"צריכת מים עירונית (אלפי מ""ק)","צריכת מים עירונית (אלפי מ""ק)",1
"צריכת מים עירונית לבנייה (אלפי מ""ק)","צריכת מים עירונית לבנייה (אלפי מ""ק)",1
"צריכת מים עירונית לבנייה (מ""ק לנפש)","צריכת מים עירונית לבנייה (מ""ק לנפש)",1
"צריכת מים עירונית לגינון ציבורי (אלפי מ""ק)","צריכת מים עירונית לגינון ציבורי (אלפי מ""ק)",1
"צריכת מים עירונית לגינון ציבורי (מ""ק לנפש)","צריכת מים עירונית לגינון ציבורי (מ""ק לנפש)",1
"צריכת מים עירונית לחינוך ולספורט (אלפי מ""ק)","צריכת מים עירונית לחינוך ולספורט (אלפי מ""ק)",1
"צריכת מים עירונית לחינוך ולספורט (מ""ק לנפש)","צריכת מים עירונית לחינוך ולספורט (מ""ק לנפש)",1
"צריכת מים עירונית למגורים (אלפי מ""ק)","צריכת מים עירונית למגורים (אלפי מ""ק)",1
"צריכת מים עירונית למגורים (מ""ק לנפש)","צריכת מים עירונית למגורים (מ""ק לנפש)",1
"צריכת מים עירונית למוסדות הרשות המקומית (אלפי מ""ק)","צריכת מים עירונית למוסדות הרשות המקומית (אלפי מ""ק)",1
"צריכת מים עירונית למוסדות הרשות המקומית (מ""ק לנפש)","צריכת מים עירונית למוסדות הרשות המקומית (מ""ק לנפש)",1
"צריכת מים תעשייתית (אלפי מ""ק)","צריכת מים תעשייתית (אלפי מ""ק)",21
קיבוצים,קיבוצים,1
קרקע - אחוז משטח השיפוט,קרקע -אחוז משטח השיפוט,1
"קרקע-שטח בקמ""ר","קרקע-שטח בקמ""ר -",1
"ריבוי טבעי - סה""כ","ריבוי טבעי - סה""כ",2
"ריבוי טבעי ל-1,000 תושבים","ריבוי טבעי ל-1,000 תושבים",1
ריבוי טבעי לאלף תושבים,ריבוי טבעי לאלף תושבים -,1
ריבוי טבעי לאלף תושבים -,ריבוי טבעי לאלף תושבים,2
"ריבוי טבעי - סה""כ","ריבוי טבעי סה""כ",2
רמה חברתית-כלכלית (10 הגבוה ביותר),רמה חברתית-כלכלית (10 הגבוה ביותר),2
רמה חברתית-כלכלית (10 הגבוה ביותר),רמה חברתית-כלכלית - מותאמת (משולבת) (10 הגבוה ביותר),2
רמת פריפריאליות: בינונית,"רמת פריפריאליות: ""בינונית""",1
רמת פריפריאליות: מרכזית מאוד,"רמת פריפריאליות: ""מרכזית מאוד""",1
רמת פריפריאליות: מרכזית,"רמת פריפריאליות: ""מרכזית""",1
רמת פריפריאליות,"רמת פריפריאליות: ""פריפריאלית """,2
רמת פריפריאליות: פריפריאלית מאוד,"רמת פריפריאליות: ""פריפריאלית מאוד""",1
רמת פריפריאליות,"רמת פריפריאליות: ""פריפריאלית""",2
שדות מעובדים - אחוז משטח השיפוט,שדות מעובדים - אחוז משטח השיפוט,1
"שדות מעובדים - שטח בקמ""ר","שדות מעובדים - שטח בקמ""ר",1
"שטח (קמ""ר)","שטח (קמ""ר)",1
"שטח בנוי (קמ""ר)","שטח בנוי (קמ""ר)",1
"שטח בנוי - אחוז מסה""כ שטח השיפוט","שטח בנוי - אחוז מסה""כ שטח השיפוט",1
"שטח פתוח (קמ""ר)","שטח פתוח (קמ""ר)",1
"שטח פתוח - אחוז מסה""כ שטח השיפוט","שטח פתוח - אחוז מסה""כ שטח השיפוט",1
שטח פתוח אחר - אחוז משטח השיפוט,שטח פתוח אחר - אחוז משטח השיפוט,1
"שטח פתוח אחר - שטח בקמ""ר","שטח פתוח אחר - שטח בקמ""ר",1
מגורים/אחוז מסך כל שטח שיפוט,שטח פתוח אחר/אחוז מסך כל שטח שיפוט,15
שטח פתוח ציבורי - אחוז משטח השיפוט,שטח פתוח ציבורי - אחוז משטח השיפוט,1
"שטח פתוח ציבורי - שטח בקמ""ר","שטח פתוח ציבורי - שטח בקמ""ר",1
"שטח תעשייה (קמ""ר)","שטח תעשייה (קמ""ר)",1
"שטח תעשייה - אחוז מסה""כ שטח השיפוט","שטח תעשייה - אחוז מסה""כ שטח השיפוט",1
שיחים בתה ועשבוני - אחוז משטח השיפוט,שיחים בתה ועשבוני -אחוז משטח השיפוט,1
"שיחים בתה ועשבוני - שטח בקמ""ר","שיחים בתה ועשבוני-שטח בקמ""ר -",1
שימושי קרקע - בריאות ורווחה - אחוז מסך כל שטח שיפוט,שימושי קרקע - בריאות ורווחה - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - בריאות ורווחה - שטח בקמ""ר","שימושי קרקע - בריאות ורווחה - שטח בקמ""ר -",1
שימושי קרקע - גידול שדה - אחוז מסך כל שטח שיפוט,שימושי קרקע - גידול שדה - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - גידול שדה - שטח בקמ""ר","שימושי קרקע - גידול שדה - שטח בקמ""ר -",1
שימושי קרקע - גינון לנוי פארק ציבורי - אחוז מסך כל שטח שיפוט,שימושי קרקע - גינון לנוי פארק ציבורי - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - גינון לנוי פארק ציבורי - שטח בקמ""ר","שימושי קרקע - גינון לנוי פארק ציבורי - שטח בקמ""ר -",1
שימושי קרקע - ותחבורה - אחוז מסך כל שטח שיפוט,שימושי קרקע - ותחבורה - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - ותחבורה - שטח בקמ""ר","שימושי קרקע - ותחבורה - שטח בקמ""ר -",1
שימושי קרקע - חינוך והשכלה - אחוז מסך כל שטח שיפוט,שימושי קרקע - חינוך והשכלה - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - חינוך והשכלה - שטח בקמ""ר","שימושי קרקע - חינוך והשכלה - שטח בקמ""ר -",1
שימושי קרקע - יער וחורש - אחוז מסך כל שטח שיפוט,שימושי קרקע - יער וחורש - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - יער וחורש - שטח בקמ""ר","שימושי קרקע - יער וחורש - שטח בקמ""ר -",1
שימושי קרקע - מבנים חקלאיים - אחוז מסך כל שטח שיפוט,שימושי קרקע - מבנים חקלאיים - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - מבנים חקלאיים - שטח בקמ""ר","שימושי קרקע - מבנים חקלאיים - שטח בקמ""ר -",1
שימושי קרקע - מגורים - אחוז מסך כל שטח שיפוט,שימושי קרקע - מגורים - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - מגורים שטח בקמ""ר","שימושי קרקע - מגורים - שטח בקמ""ר -",2
"שימושי קרקע - מגורים שטח בקמ""ר","שימושי קרקע - מגורים שטח בקמ""ר -",2
שימושי קרקע - מטעים - אחוז מסך כל שטח שיפוט,שימושי קרקע - מטעים - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - מטעים - שטח בקמ""ר","שימושי קרקע - מטעים - שטח בקמ""ר -",1
שימושי קרקע - מסחר ומשרדים - אחוז מסך כל שטח שיפוט,שימושי קרקע - מסחר ומשרדים - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - מסחר ומשרדים - שטח בקמ""ר","שימושי קרקע - מסחר ומשרדים - שטח בקמ""ר -",1
"שימושי קרקע - סך הכל שטח שיפוט - בקמ""ר","שימושי קרקע - סך הכל שטח שיפוט - בקמ""ר",1
שימושי קרקע - שטח פתוח אחר - אחוז מסך כל שטח שיפוט,שימושי קרקע - שטח פתוח אחר - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - שטח פתוח אחר - שטח בקמ""ר","שימושי קרקע - שטח פתוח אחר - שטח בקמ""ר -",1
שימושי קרקע - שירותים ציבוריים - אחוז מסך כל שטח שיפוט,שימושי קרקע - שירותים ציבוריים - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - שירותים ציבוריים - שטח בקמ""ר","שימושי קרקע - שירותים ציבוריים - שטח בקמ""ר -",1
שימושי קרקע - תעשייה - אחוז מסך כל שטח שיפוט,שימושי קרקע - תעשייה - אחוז מסך כל שטח שיפוט,1
"שימושי קרקע - תעשייה - שטח בקמ""ר","שימושי קרקע - תעשייה - שטח בקמ""ר -",1
"שימושי קרקע - תרבות, פנאי, נופש וספורט - אחוז מסך כל שטח שיפוט","שימושי קרקע - תרבות, פנאי, נופש וספורט - אחוז מסך כל שטח שיפוט",1
"שימושי קרקע - תרבות, פנאי, נופש וספורט - שטח בקמ""ר","שימושי קרקע - תרבות, פנאי, נופש וספורט - שטח בקמ""ר -",1
שיעור פטירות תינוקות לאלף לידות חי,שיעור פטירות תינוקות לאלף לידות חי -,6
שיעור פטירות תינוקות לאלף לידות חי,שיעור פטירות תינוקות1 לאלף לידות חי -,6
שיעור פטירות תינוקות לאלף לידות חי,שיעור פטירות תינוקות2 לאלף לידות חי -,6
שיעור פטירות תינוקות לאלף לידות חי,שיעור פטירות תינוקות3 לאלף לידות חי -,6
שיעור פטירות תינוקות לאלף לידות חי,שיעור פטירית תינוקות לאלף לידות חי -,6
שיעור פטירות תינוקות לאלף לידות חי,שיעור פטירת תינוקות לאלף לידות חי -,6
"שיעור פיריון כולל ל-1,000 תושבים","שיעור פיריון כולל ל-1,000 תושבים",1
שיעור פריון כולל,שיעור פריון כולל,1
שירות לציבור ללא אפיון - אחוז משטח השיפוט,שירות לציבור ללא אפיון -אחוז משטח השיפוט,1
"שירות לציבור ללא אפיון - שטח בקמ""ר","שירות לציבור ללא אפיון-שטח בקמ""ר -",1
שירותי דת - אחוז משטח השיפוט,שירותי דת -אחוז משטח השיפוט,1
"שירותי דת - שטח בקמ""ר","שירותי דת-שטח בקמ""ר -",1
שירותי מינהל ציבורי - אחוז משטח השיפוט,שירותי מינהל ציבורי -אחוז משטח השיפוט,1
"שירותי מינהל ציבורי - שטח בקמ""ר","שירותי מינהל ציבורי-שטח בקמ""ר -",1
שירותים ציבוריים - אחוז משטח השיפוט,שירותים ציבוריים - אחוז משטח השיפוט,1
"שירותים ציבוריים - שטח בקמ""ר","שירותים ציבוריים - שטח בקמ""ר",1
מגורים/אחוז מסך כל שטח שיפוט,שירותים ציבוריים/אחוז מסך כל שטח שיפוט,15
"שכר חודשי ממוצע של גברים שכירים (ש""ח)","שכר חודשי ממוצע של גברים שכירים במשך השנה (ש""ח)",2
"שכר חודשי ממוצע של נשים שכירות (ש""ח)","שכר חודשי ממוצע של נשים שכירות במשך השנה (ש""ח)",2
"שכר חודשי ממוצע של שכירים (ש""ח)","שכר חודשי ממוצע של שכיר במשך השנה (ש""ח)",2
"שכר חודשי ממוצע של גברים שכירים (ש""ח)","שכר ממוצע לחודש של גברים שכירים במשך (ש""ח)",2
"שכר חודשי ממוצע של נשים שכירות (ש""ח)","שכר ממוצע לחודש של נשים שכירות במשך (ש""ח)",2
"שכר ממוצע לחודש של שכירים במשך (ש""ח)","שכר ממוצע לחודש של שכירים (ש""ח)/גברים",4
"שכר ממוצע לחודש של שכירים במשך (ש""ח)","שכר ממוצע לחודש של שכירים (ש""ח)/נשים",4
"שכר חודשי ממוצע של שכירים (ש""ח)","שכר ממוצע לחודש של שכירים במשך (ש""ח)",2
שם ועדת תכנון ובנייה,שם ועדת תכנון ובנייה,1
שנת קבלת מעמד מוניציפלי,שנת קבלת מעמד מוניציפלי,1
ת רטובות סגורות - אחוז משטח השיפוט,ת רטובות סגורות -אחוז משטח השיפוט,1
"ת רטובות סגורות - שטח בקמ""ר","ת רטובות סגורות-שטח בקמ""ר -",1
"תאונות דרכים עם נפגעים - סה""כ","תאונות דרכים עם נפגעים - סה""כ",2
"תאונות דרכים עם נפגעים - שיעור ל-1,000 כלי רכב","תאונות דרכים עם נפגעים - שיעור ל-1,000 כלי רכב",1
"תאונות דרכים עם נפגעים - שיעור ל-1,000 תושבים","תאונות דרכים עם נפגעים - שיעור ל-1,000 תושבים",1
תחבורה - אחוז משטח השיפוט,תחבורה - אחוז משטח השיפוט,1
"תחבורה - שטח בקמ""ר","תחבורה - שטח בקמ""ר",1
תחנות תדלוק ושירותי דרך - אחוז משטח השיפוט,תחנות תדלוק ושירותי דרך -אחוז משטח השיפוט,1
"תחנות תדלוק ושירותי דרך - שטח בקמ""ר","תחנות תדלוק ושירותי דרך-שטח בקמ""ר -",1
"תלמידים - סה""כ","תלמידים - סה""כ ( - /)",11
"תלמידים - סה""כ","תלמידים - סה""כ ( /)",11
"תלמידים - סה""כ","תלמידים - סה""כ /09",11
"תלמידים - סה""כ","תלמידים - סה""כ /11",11
"תלמידים - סה""כ","תלמידים - סה""כ /12",11
"תלמידים - סה""כ","תלמידים - סה""כ /13",11
"תלמידים - סה""כ","תלמידים - סה""כ /14",11
"תלמידים - סה""כ","תלמידים - סה""כ /15",11
"תלמידים - סה""כ","תלמידים - סה""כ /",11
"תלמידים - סה""כ","תלמידים - סה""כ תש""ע /10",11
"תלמידים - סה""כ","תלמידים - סה""כ",11
תלמידים בחטיבות ביניים,תלמידים בבתי ספר בחטיבות ביניים,13
תלמידים בחטיבות ביניים,תלמידים בבתי ספר חטיבות ביניים,13
תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד),תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד) ( - /),11
תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד),תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד) ( /),11
תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד),תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד) /09,11
תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד),תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד) /11,11
תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד),תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד) /12,11
תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד),תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד) /13,11
תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד),תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד) /14,11
תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד),תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד) /15,11
תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד),תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד) /,11
תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד),"תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד) תש""ע /10",11
תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד),תלמידים בבתי ספר יסודיים (כולל חינוך מיוחד),11
תלמידים בבתי ספר על-יסודיים,תלמידים בבתי ספר על יסודיים,12
תלמידים בבתי ספר על-יסודיים,תלמידים בבתי ספר על-יסודיים ( - /),12
תלמידים בבתי ספר על-יסודיים,תלמידים בבתי ספר על-יסודיים ( /),12
תלמידים בבתי ספר על-יסודיים,תלמידים בבתי ספר על-יסודיים /09,12
תלמידים בבתי ספר על-יסודיים,תלמידים בבתי ספר על-יסודיים /11,12
תלמידים בבתי ספר על-יסודיים,תלמידים בבתי ספר על-יסודיים /12,12
תלמידים בבתי ספר על-יסודיים,תלמידים בבתי ספר על-יסודיים /13,12
תלמידים בבתי ספר על-יסודיים,תלמידים בבתי ספר על-יסודיים /14,12
תלמידים בבתי ספר על-יסודיים,תלמידים בבתי ספר על-יסודיים /15,12
תלמידים בבתי ספר על-יסודיים,תלמידים בבתי ספר על-יסודיים /,12
תלמידים בבתי ספר על-יסודיים,"תלמידים בבתי ספר על-יסודיים תש""ע /10",12
תלמידים בבתי ספר על-יסודיים,תלמידים בבתי ספר על-יסודיים,12
תלמידים בבתי ספר תיכוניים,תלמידים בבתי ספר תיכוניים ( - /),12
תלמידים בבתי ספר תיכוניים,תלמידים בבתי ספר תיכוניים ( /),12
תלמידים בבתי ספר תיכוניים,תלמידים בבתי ספר תיכוניים /09,12
תלמידים בבתי ספר תיכוניים,תלמידים בבתי ספר תיכוניים /11,12
תלמידים בבתי ספר תיכוניים,תלמידים בבתי ספר תיכוניים /12,12
תלמידים בבתי ספר תיכוניים,תלמידים בבתי ספר תיכוניים /13,12
תלמידים בבתי ספר תיכוניים,תלמידים בבתי ספר תיכוניים /14,12
תלמידים בבתי ספר תיכוניים,תלמידים בבתי ספר תיכוניים /15,12
תלמידים בבתי ספר תיכוניים,תלמידים בבתי ספר תיכוניים /,12
תלמידים בבתי ספר תיכוניים,"תלמידים בבתי ספר תיכוניים תש""ע /10",12
תלמידים בבתי ספר תיכוניים,תלמידים בבתי ספר תיכוניים,12
תלמידים בבתי ספר תיכוניים,תלמידים בבתי ספר תיכונים,12
תלמידים בחטיבות ביניים,תלמידים בחטיבות ביניים ( - / ),13
תלמידים בחטיבות ביניים,תלמידים בחטיבות ביניים ( /),13
